,Nome,Sobrenome,Data de Nascimento,Loja,Produto,Data,Quantidade Vendida,Preco,Faturamento,Mes_Vendas,Mes_Vendas_Num
620,Maryanna,Correa,11/08/1987,Porto Alegre,Bermuda,2018-06-30,1,55,55,Junho,6
612,Breno,Amaral,10/08/1991,Sao Paulo,Tenis,2018-06-28,55,75,4125,Junho,6
611,Emanuella,Fialho,13/02/1990,Salvador,Tenis,2018-06-28,52,85,4420,Junho,6
547,Paloma,Farias,30/03/1990,Brasilia,Sapato,2018-06-17,128,230,29440,Junho,6
607,Paloma,Farias,11/10/1990,Fortaleza,Sandalia,2018-06-27,21,300,6300,Junho,6
608,Patricia,Camara,01/01/1992,Curitiba,Vestido,2018-06-27,43,25,1075,Junho,6
548,Eduarda,Figueiredo,29/06/1989,Curitiba,Sandalia,2018-06-17,68,190,12920,Junho,6
549,Elizeu,Barros,12/01/1989,Rio de Janeiro,Saia,2018-06-17,68,85,5780,Junho,6
550,Joyce,Ribas,27/05/1991,Porto Alegre,Sapato,2018-06-17,16,30,480,Junho,6
609,Eduarda,Figueiredo,25/09/1992,Sao Paulo,Sapato,2018-06-28,76,150,11400,Junho,6
613,Joyce,Ribas,02/10/1991,Fortaleza,Short,2018-06-28,48,85,4080,Junho,6
614,Tayna,Coimbra,07/01/1993,Sao Paulo,Casaco,2018-06-28,22,55,1210,Junho,6
610,Izabel,Milagre,26/09/1988,Rio de Janeiro,Sandalia,2018-06-28,48,190,9120,Junho,6
600,Juliane,Felipi,16/09/1989,Salvador,Casaco,2018-06-26,123,300,36900,Junho,6
578,Andrew,Carvalhal,25/01/1986,Sao Paulo,Sapato,2018-06-21,9,150,1350,Junho,6
551,Iago,Bensdorp,28/03/1992,Porto Alegre,Jaqueta,2018-06-18,119,300,35700,Junho,6
566,Iago,Bensdorp,17/07/1992,Curitiba,Camiseta,2018-06-19,64,25,1600,Junho,6
565,Iago,Bensdorp,01/07/1990,Curitiba,Tenis,2018-06-19,67,30,2010,Junho,6
561,Breno,Amaral,15/01/1987,Salvador,Sapato,2018-06-19,14,300,4200,Junho,6
564,Iago,Bensdorp,19/06/1985,Porto Alegre,Camiseta,2018-06-19,38,85,3230,Junho,6
562,Breno,Amaral,13/03/1986,Fortaleza,Bermuda,2018-06-19,45,75,3375,Junho,6
589,Breno,Amaral,26/08/1992,Salvador,Camiseta,2018-06-23,73,55,4015,Junho,6
588,Elizeu,Barros,09/03/1991,Brasilia,Vestido,2018-06-23,138,30,4140,Junho,6
587,Maryanna,Correa,06/09/1991,Brasilia,Camiseta,2018-06-23,24,190,4560,Junho,6
586,Emanuella,Fialho,17/02/1991,Rio de Janeiro,Jaqueta,2018-06-23,73,75,5475,Junho,6
581,Andrew,Carvalhal,08/11/1992,Brasilia,Sapato,2018-06-22,131,85,11135,Junho,6
579,Jucelia,Bailly,17/02/1991,Porto Alegre,Vestido,2018-06-22,145,200,29000,Junho,6
582,Joyce,Ribas,09/06/1987,Salvador,Vestido,2018-06-22,51,200,10200,Junho,6
580,Emanuella,Fialho,02/03/1988,Porto Alegre,Sapato,2018-06-22,70,250,17500,Junho,6
583,Maryanna,Correa,30/10/1991,Fortaleza,Short,2018-06-22,149,55,8195,Junho,6
571,Emanuella,Fialho,16/11/1986,Rio de Janeiro,Vestido,2018-06-20,145,25,3625,Junho,6
570,NatÃ¡lia,Huon,22/10/1993,Porto Alegre,Vestido,2018-06-20,113,110,12430,Junho,6
569,Andrew,Carvalhal,13/08/1985,Fortaleza,Vestido,2018-06-20,95,150,14250,Junho,6
568,Paloma,Farias,18/08/1990,Brasilia,Vestido,2018-06-20,95,200,19000,Junho,6
577,Paloma,Farias,25/07/1985,Sao Paulo,Casaco,2018-06-21,17,230,3910,Junho,6
572,Jucelia,Bailly,18/01/1991,Salvador,Sandalia,2018-06-21,141,250,35250,Junho,6
574,Joyce,Ribas,18/06/1986,Sao Paulo,Short,2018-06-21,79,85,6715,Junho,6
575,Eduarda,Figueiredo,24/12/1992,Porto Alegre,Sandalia,2018-06-21,89,75,6675,Junho,6
576,Joyce,Ribas,26/07/1992,Porto Alegre,Camiseta,2018-06-21,53,75,3975,Junho,6
560,Eduarda,Figueiredo,07/11/1990,Salvador,Vestido,2018-06-19,38,150,5700,Junho,6
606,Paloma,Farias,24/11/1993,Fortaleza,Vestido,2018-06-26,5,150,750,Junho,6
557,NatÃ¡lia,Huon,07/11/1989,Porto Alegre,Vestido,2018-06-19,118,190,22420,Junho,6
590,Eduarda,Figueiredo,01/11/1992,Salvador,Vestido,2018-06-23,53,75,3975,Junho,6
552,Iago,Bensdorp,15/05/1990,Fortaleza,Camiseta,2018-06-18,82,230,18860,Junho,6
553,Eduarda,Figueiredo,15/07/1989,Porto Alegre,Tenis,2018-06-18,44,230,10120,Junho,6
555,Eduarda,Figueiredo,07/03/1987,Porto Alegre,Pulseira,2018-06-18,36,75,2700,Junho,6
556,Maryanna,Correa,13/11/1993,Curitiba,Camiseta,2018-06-18,24,85,2040,Junho,6
605,Patricia,Camara,23/01/1986,Porto Alegre,Sandalia,2018-06-26,15,230,3450,Junho,6
604,Andrew,Carvalhal,07/09/1987,Brasilia,Sapato,2018-06-26,56,85,4760,Junho,6
603,Maryanna,Correa,29/07/1988,Rio de Janeiro,Sapato,2018-06-26,60,110,6600,Junho,6
602,Paloma,Farias,26/01/1993,Fortaleza,Bermuda,2018-06-26,132,75,9900,Junho,6
601,Juliane,Felipi,12/11/1987,Curitiba,Casaco,2018-06-26,115,190,21850,Junho,6
573,Paloma,Farias,01/10/1990,Salvador,Tenis,2018-06-21,87,250,21750,Junho,6
599,Elizeu,Barros,11/01/1986,Salvador,Casaco,2018-06-25,2,110,220,Junho,6
597,Emanuella,Fialho,14/08/1989,Curitiba,Saia,2018-06-25,44,200,8800,Junho,6
596,Andrew,Carvalhal,30/05/1988,Porto Alegre,Bermuda,2018-06-25,57,300,17100,Junho,6
595,Izabel,Milagre,22/04/1993,Sao Paulo,Bermuda,2018-06-25,59,300,17700,Junho,6
594,Elizeu,Barros,01/04/1986,Rio de Janeiro,Casaco,2018-06-25,95,250,23750,Junho,6
559,Maryanna,Correa,24/03/1993,Sao Paulo,Chinelo,2018-06-19,117,85,9945,Junho,6
563,Maryanna,Correa,27/02/1985,Porto Alegre,Short,2018-06-19,132,25,3300,Junho,6
567,Andrew,Carvalhal,01/01/1989,Brasilia,Saia,2018-06-19,47,30,1410,Junho,6
598,Eduarda,Figueiredo,06/06/1988,Brasilia,Camiseta,2018-06-25,2,190,380,Junho,6
591,NatÃ¡lia,Huon,09/09/1992,Curitiba,Vestido,2018-06-24,82,300,24600,Junho,6
592,Joyce,Ribas,08/08/1993,Salvador,Sapato,2018-06-24,89,110,9790,Junho,6
593,Tayna,Coimbra,29/11/1988,Porto Alegre,Saia,2018-06-24,7,150,1050,Junho,6
585,Elizeu,Barros,19/03/1986,Sao Paulo,Casaco,2018-06-23,63,110,6930,Junho,6
558,Joyce,Ribas,21/05/1992,Sao Paulo,Camiseta,2018-06-19,141,75,10575,Junho,6
584,Eduarda,Figueiredo,19/09/1991,Curitiba,Chinelo,2018-06-22,15,85,1275,Junho,6
554,Maryanna,Correa,19/04/1989,Salvador,Vestido,2018-06-18,20,190,3800,Junho,6
884,Paloma,Farias,30/08/1992,Rio de Janeiro,Casaco,2018-06-09,17,200,3400,Junho,6
1165,Emanuella,Fialho,12/11/1989,Curitiba,Bermuda,2018-06-12,5,200,1000,Junho,6
217,Izabel,Milagre,30/12/1992,Curitiba,Vestido,2018-06-03,4,300,1200,Junho,6
218,Eduarda,Figueiredo,27/10/1989,Brasilia,Bermuda,2018-06-03,1,85,85,Junho,6
215,Andrew,Carvalhal,02/05/1989,Fortaleza,Sapato,2018-06-03,17,190,3230,Junho,6
544,Joyce,Ribas,30/09/1989,Sao Paulo,Bermuda,2018-06-15,20,30,600,Junho,6
543,Jucelia,Bailly,30/09/1989,Porto Alegre,Casaco,2018-06-15,141,300,42300,Junho,6
640,Joyce,Ribas,02/02/1991,Sao Paulo,Vestido,2018-06-07,71,200,14200,Junho,6
545,Iago,Bensdorp,12/02/1992,Rio de Janeiro,Chinelo,2018-06-16,123,300,36900,Junho,6
546,Tayna,Coimbra,13/01/1986,Porto Alegre,Camiseta,2018-06-16,122,250,30500,Junho,6
19,Emanuella,Fialho,17/12/1987,Brasilia,Bermuda,2018-06-01,54,25,1350,Junho,6
1164,Izabel,Milagre,26/02/1987,Rio de Janeiro,Casaco,2018-06-12,76,30,2280,Junho,6
16,Iago,Bensdorp,03/01/1993,Fortaleza,Camiseta,2018-06-01,120,300,36000,Junho,6
536,Maryanna,Correa,22/01/1986,Rio de Janeiro,Short,2018-06-14,109,190,20710,Junho,6
537,Joyce,Ribas,30/05/1988,Porto Alegre,Chinelo,2018-06-14,63,250,15750,Junho,6
538,Maryanna,Correa,21/04/1991,Porto Alegre,Chinelo,2018-06-14,48,300,14400,Junho,6
539,Andrew,Carvalhal,22/10/1986,Fortaleza,Chinelo,2018-06-14,54,200,10800,Junho,6
540,Maryanna,Correa,22/09/1990,Brasilia,Casaco,2018-06-14,60,150,9000,Junho,6
541,Patricia,Camara,29/06/1991,Porto Alegre,Casaco,2018-06-14,79,85,6715,Junho,6
542,Patricia,Camara,20/01/1985,Salvador,Vestido,2018-06-14,4,25,100,Junho,6
216,Iago,Bensdorp,24/10/1985,Curitiba,Chinelo,2018-06-03,9,200,1800,Junho,6
18,Izabel,Milagre,07/01/1987,Salvador,Casaco,2018-06-01,120,25,3000,Junho,6
17,Maryanna,Correa,18/01/1991,Brasilia,Vestido,2018-06-01,145,75,10875,Junho,6
534,Emanuella,Fialho,15/06/1988,Rio de Janeiro,Vestido,2018-06-13,49,200,9800,Junho,6
1158,Emanuella,Fialho,31/10/1986,Rio de Janeiro,Vestido,2018-06-12,111,150,16650,Junho,6
642,Eduarda,Figueiredo,17/08/1988,Porto Alegre,Tenis,2018-06-07,51,150,7650,Junho,6
1161,Iago,Bensdorp,30/06/1993,Porto Alegre,Saia,2018-06-12,45,85,3825,Junho,6
762,Joyce,Ribas,10/02/1986,Sao Paulo,Vestido,2018-06-08,10,55,550,Junho,6
761,Breno,Amaral,29/04/1985,Porto Alegre,Saia,2018-06-08,114,75,8550,Junho,6
641,Maryanna,Correa,04/01/1985,Porto Alegre,Pulseira,2018-06-07,103,75,7725,Junho,6
643,Izabel,Milagre,26/04/1992,Porto Alegre,Casaco,2018-06-07,8,85,680,Junho,6
510,Elizeu,Barros,06/02/1993,Rio de Janeiro,Vestido,2018-06-06,6,25,150,Junho,6
509,Elizeu,Barros,15/08/1987,Salvador,Short,2018-06-06,65,75,4875,Junho,6
361,Elizeu,Barros,08/09/1989,Fortaleza,Chinelo,2018-06-04,139,230,31970,Junho,6
214,Andrew,Carvalhal,23/04/1986,Porto Alegre,Bermuda,2018-06-03,74,85,6290,Junho,6
883,Jucelia,Bailly,25/12/1985,Fortaleza,Sapato,2018-06-09,84,55,4620,Junho,6
882,Joyce,Ribas,03/12/1986,Brasilia,Camiseta,2018-06-09,51,230,11730,Junho,6
535,Emanuella,Fialho,16/12/1985,Salvador,Vestido,2018-06-13,17,190,3230,Junho,6
1159,Andrew,Carvalhal,15/12/1988,Fortaleza,Casaco,2018-06-12,43,300,12900,Junho,6
881,Eduarda,Figueiredo,02/01/1988,Curitiba,Pulseira,2018-06-09,77,190,14630,Junho,6
1162,Joyce,Ribas,12/09/1988,Sao Paulo,Vestido,2018-06-12,58,55,3190,Junho,6
1163,Izabel,Milagre,04/12/1993,Brasilia,Short,2018-06-12,102,25,2550,Junho,6
1160,Maryanna,Correa,04/05/1991,Brasilia,Short,2018-06-12,98,85,8330,Junho,6
1166,Emanuella,Fialho,23/04/1991,Sao Paulo,Sapato,2018-06-12,29,30,870,Junho,6
1029,Jucelia,Bailly,05/03/1986,Brasilia,Vestido,2018-06-11,125,30,3750,Junho,6
880,Jucelia,Bailly,22/11/1992,Salvador,Saia,2018-06-09,110,150,16500,Junho,6
1030,Iago,Bensdorp,23/10/1992,Salvador,Vestido,2018-06-11,59,25,1475,Junho,6
1027,Breno,Amaral,09/02/1992,Brasilia,Pulseira,2018-06-11,31,300,9300,Junho,6
1028,Paloma,Farias,23/12/1993,Sao Paulo,Sapato,2018-06-11,88,85,7480,Junho,6
221,Patricia,Camara,07/03/1993,Salvador,Vestido,2018-07-03,14,230,3220,Julho,7
738,Maryanna,Correa,22/07/1986,Rio de Janeiro,Camiseta,2018-07-26,77,25,1925,Julho,7
741,Elizeu,Barros,04/05/1986,Curitiba,Tenis,2018-07-27,119,250,29750,Julho,7
737,Emanuella,Fialho,22/07/1988,Salvador,Sapato,2018-07-26,81,200,16200,Julho,7
362,Emanuella,Fialho,29/09/1985,Brasilia,Sapato,2018-07-04,18,75,1350,Julho,7
739,Emanuella,Fialho,02/03/1989,Porto Alegre,Vestido,2018-07-26,19,75,1425,Julho,7
712,Maryanna,Correa,30/04/1989,Fortaleza,Jaqueta,2018-07-20,101,30,3030,Julho,7
222,Maryanna,Correa,03/11/1990,Sao Paulo,Sandalia,2018-07-03,23,110,2530,Julho,7
714,Juliane,Felipi,11/04/1990,Curitiba,Tenis,2018-07-20,62,30,1860,Julho,7
713,Joyce,Ribas,19/03/1993,Curitiba,Jaqueta,2018-07-20,12,250,3000,Julho,7
711,Maryanna,Correa,05/09/1987,Brasilia,Sandalia,2018-07-20,60,250,15000,Julho,7
680,Breno,Amaral,31/08/1988,Sao Paulo,Vestido,2018-07-14,58,110,6380,Julho,7
219,Joyce,Ribas,24/02/1992,Fortaleza,Camiseta,2018-07-03,120,85,10200,Julho,7
681,Emanuella,Fialho,27/11/1993,Salvador,Vestido,2018-07-14,65,85,5525,Julho,7
683,Patricia,Camara,05/04/1990,Brasilia,Sapato,2018-07-14,27,55,1485,Julho,7
674,Elizeu,Barros,27/09/1985,Rio de Janeiro,Casaco,2018-07-14,133,250,33250,Julho,7
736,Iago,Bensdorp,24/05/1988,Brasilia,Sapato,2018-07-26,91,230,20930,Julho,7
24,Iago,Bensdorp,09/01/1989,Brasilia,Bermuda,2018-07-01,60,25,1500,Julho,7
220,Elizeu,Barros,03/08/1993,Curitiba,Sapato,2018-07-03,52,85,4420,Julho,7
740,Iago,Bensdorp,01/10/1986,Sao Paulo,Casaco,2018-07-26,9,55,495,Julho,7
746,Elizeu,Barros,04/09/1985,Porto Alegre,Short,2018-07-29,97,75,7275,Julho,7
734,Patricia,Camara,05/04/1988,Salvador,Pulseira,2018-07-25,79,25,1975,Julho,7
679,Joyce,Ribas,21/08/1991,Porto Alegre,Chinelo,2018-07-14,107,85,9095,Julho,7
723,Joyce,Ribas,26/02/1988,Rio de Janeiro,Vestido,2018-07-23,45,30,1350,Julho,7
724,Jucelia,Bailly,13/08/1989,Salvador,Sapato,2018-07-23,40,30,1200,Julho,7
725,Elizeu,Barros,24/07/1988,Brasilia,Vestido,2018-07-23,25,30,750,Julho,7
889,Andrew,Carvalhal,04/03/1988,Brasilia,Casaco,2018-07-09,101,25,2525,Julho,7
23,Breno,Amaral,04/04/1993,Salvador,Vestido,2018-07-01,64,25,1600,Julho,7
22,Breno,Amaral,14/06/1985,Salvador,Pulseira,2018-07-01,16,250,4000,Julho,7
21,Joyce,Ribas,09/03/1988,Brasilia,Camiseta,2018-07-01,78,75,5850,Julho,7
722,Emanuella,Fialho,29/10/1986,Porto Alegre,Sapato,2018-07-23,124,110,13640,Julho,7
20,Paloma,Farias,10/08/1989,Salvador,Vestido,2018-07-01,121,55,6655,Julho,7
718,Izabel,Milagre,05/05/1993,Brasilia,Vestido,2018-07-22,66,75,4950,Julho,7
717,Breno,Amaral,10/09/1989,Sao Paulo,Sapato,2018-07-22,141,190,26790,Julho,7
747,Joyce,Ribas,07/11/1993,Curitiba,Vestido,2018-07-30,70,200,14000,Julho,7
749,Iago,Bensdorp,13/04/1986,Brasilia,Camiseta,2018-07-30,109,55,5995,Julho,7
751,Maryanna,Correa,09/07/1993,Salvador,Sapato,2018-07-30,74,25,1850,Julho,7
750,Paloma,Farias,07/05/1991,Rio de Janeiro,Casaco,2018-07-30,122,25,3050,Julho,7
748,Maryanna,Correa,16/12/1986,Porto Alegre,Camiseta,2018-07-30,53,150,7950,Julho,7
719,Eduarda,Figueiredo,19/11/1991,Porto Alegre,Camiseta,2018-07-22,25,110,2750,Julho,7
675,Andrew,Carvalhal,13/02/1990,Curitiba,Bermuda,2018-07-14,58,300,17400,Julho,7
720,Iago,Bensdorp,14/04/1989,Curitiba,Sapato,2018-07-23,137,250,34250,Julho,7
726,Paloma,Farias,22/04/1992,Porto Alegre,Vestido,2018-07-24,148,230,34040,Julho,7
678,Maryanna,Correa,14/01/1990,Sao Paulo,Casaco,2018-07-14,61,150,9150,Julho,7
677,Joyce,Ribas,28/11/1990,Porto Alegre,Saia,2018-07-14,47,230,10810,Julho,7
676,Maryanna,Correa,13/01/1992,Porto Alegre,Camiseta,2018-07-14,117,110,12870,Julho,7
682,Maryanna,Correa,15/06/1991,Curitiba,Saia,2018-07-14,15,230,3450,Julho,7
735,Tayna,Coimbra,22/02/1990,Curitiba,Vestido,2018-07-25,32,30,960,Julho,7
732,Izabel,Milagre,19/05/1989,Sao Paulo,Vestido,2018-07-25,35,300,10500,Julho,7
512,Emanuella,Fialho,11/07/1990,Salvador,Vestido,2018-07-06,127,85,10795,Julho,7
721,Tayna,Coimbra,13/04/1993,Fortaleza,Casaco,2018-07-23,125,250,31250,Julho,7
731,Andrew,Carvalhal,29/11/1991,Salvador,Vestido,2018-07-25,130,250,32500,Julho,7
727,Jucelia,Bailly,14/09/1991,Fortaleza,Saia,2018-07-24,21,150,3150,Julho,7
673,NatÃ¡lia,Huon,18/07/1992,Curitiba,Casaco,2018-07-13,135,250,33750,Julho,7
715,Jucelia,Bailly,14/04/1990,Brasilia,Casaco,2018-07-21,127,75,9525,Julho,7
716,Iago,Bensdorp,24/11/1988,Fortaleza,Camiseta,2018-07-21,79,30,2370,Julho,7
728,Eduarda,Figueiredo,13/06/1986,Salvador,Bermuda,2018-07-24,96,30,2880,Julho,7
729,Izabel,Milagre,24/11/1992,Porto Alegre,Vestido,2018-07-24,23,110,2530,Julho,7
730,Iago,Bensdorp,26/10/1990,Sao Paulo,Vestido,2018-07-24,7,85,595,Julho,7
733,Joyce,Ribas,14/07/1992,Porto Alegre,Sandalia,2018-07-25,103,55,5665,Julho,7
511,Joyce,Ribas,10/01/1988,Sao Paulo,Camiseta,2018-07-06,144,75,10800,Julho,7
887,Izabel,Milagre,10/01/1988,Sao Paulo,Chinelo,2018-07-09,62,75,4650,Julho,7
707,Emanuella,Fialho,02/03/1985,Fortaleza,Vestido,2018-07-19,27,200,5400,Julho,7
688,Elizeu,Barros,15/12/1985,Curitiba,Vestido,2018-07-16,145,250,36250,Julho,7
692,Paloma,Farias,11/07/1988,Salvador,Chinelo,2018-07-16,6,25,150,Julho,7
691,Joyce,Ribas,01/06/1985,Rio de Janeiro,Camiseta,2018-07-16,40,30,1200,Julho,7
1167,Eduarda,Figueiredo,14/10/1988,Curitiba,Chinelo,2018-07-12,61,190,11590,Julho,7
1170,Breno,Amaral,30/11/1989,Brasilia,Saia,2018-07-12,15,110,1650,Julho,7
1169,Maryanna,Correa,08/03/1988,Rio de Janeiro,Vestido,2018-07-12,44,150,6600,Julho,7
752,Andrew,Carvalhal,19/05/1991,Brasilia,Camiseta,2018-07-31,110,250,27500,Julho,7
753,Tayna,Coimbra,28/07/1991,Sao Paulo,Short,2018-07-31,118,200,23600,Julho,7
756,Joyce,Ribas,29/03/1990,Salvador,Jaqueta,2018-07-31,29,85,2465,Julho,7
755,Iago,Bensdorp,21/02/1986,Curitiba,Saia,2018-07-31,44,110,4840,Julho,7
754,Joyce,Ribas,24/06/1986,Sao Paulo,Sandalia,2018-07-31,110,55,6050,Julho,7
757,Paloma,Farias,23/08/1991,Curitiba,Jaqueta,2018-07-31,12,110,1320,Julho,7
1168,Patricia,Camara,14/03/1990,Sao Paulo,Casaco,2018-07-12,90,75,6750,Julho,7
1171,Iago,Bensdorp,29/04/1989,Salvador,Bermuda,2018-07-12,13,110,1430,Julho,7
705,Breno,Amaral,27/10/1988,Porto Alegre,Casaco,2018-07-18,4,55,220,Julho,7
703,Eduarda,Figueiredo,27/04/1990,Sao Paulo,Casaco,2018-07-18,134,55,7370,Julho,7
702,Joyce,Ribas,03/06/1987,Rio de Janeiro,Vestido,2018-07-18,78,110,8580,Julho,7
708,Juliane,Felipi,27/07/1986,Sao Paulo,Saia,2018-07-19,143,25,3575,Julho,7
704,Tayna,Coimbra,29/12/1993,Fortaleza,Sapato,2018-07-18,3,230,690,Julho,7
690,Juliane,Felipi,02/08/1993,Sao Paulo,Sapato,2018-07-16,107,25,2675,Julho,7
700,Paloma,Farias,08/12/1990,Salvador,Casaco,2018-07-18,117,190,22230,Julho,7
689,Maryanna,Correa,09/07/1991,Rio de Janeiro,Camiseta,2018-07-16,54,190,10260,Julho,7
1035,NatÃ¡lia,Huon,09/08/1988,Fortaleza,Camiseta,2018-07-11,40,25,1000,Julho,7
1031,Iago,Bensdorp,25/08/1993,Rio de Janeiro,Sapato,2018-07-11,138,75,10350,Julho,7
1033,Jucelia,Bailly,12/12/1991,Brasilia,Pulseira,2018-07-11,139,30,4170,Julho,7
1034,Andrew,Carvalhal,11/03/1987,Salvador,Casaco,2018-07-11,34,55,1870,Julho,7
1032,Breno,Amaral,29/10/1989,Salvador,Saia,2018-07-11,54,190,10260,Julho,7
886,Maryanna,Correa,20/06/1992,Sao Paulo,Casaco,2018-07-09,54,200,10800,Julho,7
888,Breno,Amaral,17/07/1986,Curitiba,Saia,2018-07-09,44,85,3740,Julho,7
885,Joyce,Ribas,05/01/1986,Rio de Janeiro,Chinelo,2018-07-09,139,300,41700,Julho,7
645,Tayna,Coimbra,28/12/1990,Rio de Janeiro,Pulseira,2018-07-07,46,30,1380,Julho,7
644,Jucelia,Bailly,30/12/1993,Rio de Janeiro,Bermuda,2018-07-07,48,300,14400,Julho,7
698,Emanuella,Fialho,19/08/1993,Brasilia,Casaco,2018-07-17,1,85,85,Julho,7
697,Emanuella,Fialho,22/07/1987,Brasilia,Vestido,2018-07-17,10,55,550,Julho,7
696,Patricia,Camara,30/06/1991,Salvador,Camiseta,2018-07-17,66,25,1650,Julho,7
695,Maryanna,Correa,14/01/1991,Salvador,Casaco,2018-07-17,137,25,3425,Julho,7
694,Andrew,Carvalhal,03/06/1990,Porto Alegre,Sandalia,2018-07-17,32,300,9600,Julho,7
693,Maryanna,Correa,13/09/1988,Salvador,Saia,2018-07-17,51,230,11730,Julho,7
745,Breno,Amaral,22/08/1988,Sao Paulo,Vestido,2018-07-28,8,110,880,Julho,7
744,Juliane,Felipi,13/12/1992,Sao Paulo,Casaco,2018-07-28,41,25,1025,Julho,7
743,Emanuella,Fialho,19/09/1991,Sao Paulo,Camiseta,2018-07-28,68,110,7480,Julho,7
742,Izabel,Milagre,20/10/1991,Brasilia,Saia,2018-07-28,81,250,20250,Julho,7
1036,Iago,Bensdorp,21/07/1991,Salvador,Casaco,2018-07-11,12,55,660,Julho,7
699,Juliane,Felipi,04/08/1993,Salvador,Vestido,2018-07-18,97,230,22310,Julho,7
701,Eduarda,Figueiredo,13/10/1985,Sao Paulo,Tenis,2018-07-18,65,150,9750,Julho,7
514,Elizeu,Barros,07/05/1986,Porto Alegre,Casaco,2018-07-06,131,55,7205,Julho,7
709,Paloma,Farias,19/01/1990,Sao Paulo,Casaco,2018-07-19,34,85,2890,Julho,7
706,Elizeu,Barros,24/05/1991,Rio de Janeiro,Pulseira,2018-07-19,119,250,29750,Julho,7
710,Joyce,Ribas,18/06/1991,Brasilia,Sapato,2018-07-19,12,230,2760,Julho,7
687,NatÃ¡lia,Huon,07/06/1987,Salvador,Saia,2018-07-15,16,25,400,Julho,7
513,Iago,Bensdorp,17/10/1992,Salvador,Vestido,2018-07-06,61,150,9150,Julho,7
516,Tayna,Coimbra,04/05/1991,Fortaleza,Vestido,2018-07-06,5,85,425,Julho,7
515,Izabel,Milagre,30/12/1991,Salvador,Sandalia,2018-07-06,96,75,7200,Julho,7
686,Tayna,Coimbra,20/04/1988,Curitiba,Jaqueta,2018-07-15,86,30,2580,Julho,7
684,Juliane,Felipi,29/10/1988,Brasilia,Sapato,2018-07-15,102,230,23460,Julho,7
685,Eduarda,Figueiredo,26/11/1992,Salvador,Casaco,2018-07-15,20,150,3000,Julho,7
841,Izabel,Milagre,22/06/1991,Sao Paulo,Chinelo,2018-08-28,26,55,1430,Agosto,8
839,Emanuella,Fialho,19/10/1993,Fortaleza,Vestido,2018-08-28,52,85,4420,Agosto,8
1172,Jucelia,Bailly,09/05/1987,Porto Alegre,Short,2018-08-12,104,250,26000,Agosto,8
824,Andrew,Carvalhal,12/12/1990,Curitiba,Casaco,2018-08-25,18,30,540,Agosto,8
825,Jucelia,Bailly,16/12/1992,Rio de Janeiro,Short,2018-08-26,131,300,39300,Agosto,8
828,Eduarda,Figueiredo,07/11/1989,Brasilia,Short,2018-08-26,5,190,950,Agosto,8
827,Patricia,Camara,15/04/1985,Curitiba,Chinelo,2018-08-26,80,25,2000,Agosto,8
826,Emanuella,Fialho,17/10/1985,Porto Alegre,Sapato,2018-08-26,27,85,2295,Agosto,8
807,Jucelia,Bailly,13/12/1986,Curitiba,Sapato,2018-08-23,21,75,1575,Agosto,8
809,Tayna,Coimbra,04/03/1990,Fortaleza,Vestido,2018-08-23,21,30,630,Agosto,8
840,Breno,Amaral,07/05/1985,Curitiba,Casaco,2018-08-28,84,30,2520,Agosto,8
838,Andrew,Carvalhal,05/01/1993,Salvador,Tenis,2018-08-28,114,55,6270,Agosto,8
1173,Breno,Amaral,04/08/1991,Sao Paulo,Casaco,2018-08-12,34,230,7820,Agosto,8
1174,Jucelia,Bailly,09/02/1993,Curitiba,Casaco,2018-08-12,125,55,6875,Agosto,8
831,Joyce,Ribas,02/04/1985,Rio de Janeiro,Casaco,2018-08-27,117,55,6435,Agosto,8
829,Breno,Amaral,22/03/1992,Porto Alegre,Camiseta,2018-08-27,129,300,38700,Agosto,8
830,Elizeu,Barros,20/01/1987,Fortaleza,Vestido,2018-08-27,142,200,28400,Agosto,8
832,Joyce,Ribas,30/09/1991,Curitiba,Casaco,2018-08-27,10,25,250,Agosto,8
893,Juliane,Felipi,31/07/1991,Fortaleza,Vestido,2018-08-09,5,250,1250,Agosto,8
891,Paloma,Farias,22/11/1986,Curitiba,Vestido,2018-08-09,121,25,3025,Agosto,8
1042,Andrew,Carvalhal,04/04/1993,Rio de Janeiro,Camiseta,2018-08-11,42,55,2310,Agosto,8
1037,Jucelia,Bailly,27/05/1989,Fortaleza,Jaqueta,2018-08-11,118,250,29500,Agosto,8
808,Tayna,Coimbra,31/07/1991,Sao Paulo,Saia,2018-08-23,40,25,1000,Agosto,8
806,Eduarda,Figueiredo,24/05/1985,Curitiba,Vestido,2018-08-22,24,300,7200,Agosto,8
835,Jucelia,Bailly,13/06/1987,Rio de Janeiro,Camiseta,2018-08-28,128,85,10880,Agosto,8
833,Paloma,Farias,05/09/1988,Porto Alegre,Vestido,2018-08-28,66,230,15180,Agosto,8
836,Patricia,Camara,01/02/1993,Fortaleza,Camiseta,2018-08-28,144,75,10800,Agosto,8
837,Jucelia,Bailly,22/12/1991,Curitiba,Vestido,2018-08-28,141,55,7755,Agosto,8
834,Emanuella,Fialho,16/05/1990,Porto Alegre,Vestido,2018-08-28,111,110,12210,Agosto,8
1040,Andrew,Carvalhal,18/12/1990,Curitiba,Vestido,2018-08-11,60,75,4500,Agosto,8
1041,Tayna,Coimbra,05/05/1988,Fortaleza,Camiseta,2018-08-11,109,25,2725,Agosto,8
